,name,description,host_name,host_response_time,host_response_rate,neighbourhood,room_type,accommodates,amenities,price,has_availability,review_accuracy,cleanliness,location_review,good_property,longitude,latitude
413,Casa Cosi - Sant Antoni,"Located just in front of the recently beautifully renovated Sant Antoni market, Casa Cosi - Sant Antoni is perfect to enjoy Barcelona’s spirit. From the windows and the balcony, you can enjoy the view of the emblematic market.<br /><br /><b>The space</b><br />Like all Casa Cosi apartments, Casa Cosi Sant Antoni has been furnished and decorated in order to create a cozy atmosphere. Located on the 3rd floor without elevator, this charming 30m2 apartment has one bedroom with a very comfortable double bed and a modern bathroom. The bright living room includes a fully equipped kitchen. The woodwork wooden floors and ceiling beams warm the rooms. Perfect for a couple romantic getaway, you will love staying at Casa Cosi Sant Antoni!<br /><br /><b>License number</b><br />HUTB-003371",Casa Cosi,within a few hours,96%,"Barcelona, Catalunya, Spain",Entire home/apt,3,"[""Kitchen"", ""Microwave"", ""Long term stays allowed"", ""Coffee maker"", ""Hot water"", ""Cooking basics"", ""Dedicated workspace"", ""Dishwasher"", ""Hangers"", ""Iron"", ""Oven"", ""Dryer"", ""Washer"", ""Wifi"", ""Refrigerator"", ""Heating"", ""Crib"", ""Hair dryer"", ""Air conditioning"", ""Dishes and silverware"", ""Bed linens"", ""Essentials"", ""TV"", ""Stove"", ""Host greets you""]",96.0,t,10.0,10.0,10.0,T,2.1616299999999997,41.37798
414,New apartment near Sagrada Familia,"Jazz BCN Apartments is a new concept of accommodation in Barcelona inspired by the Jazz genre. A place designed for people looking for comfort, style and all amenities included.<br /><br />The Jazz BCN Apartments building is strategically located in a quiet residential area of Eixample, just 5 minutes from the Sagrada Familia. Recently renovated, each apartment combines stylish and modern furnishing details.<br /><br />Cool Jazz 63 apartment takes its name from the genre Cool Jazz; soft, thoughtful and quiet musical style. Following this concept, the apartment has been designed to provide an atmosphere of tranquility. As well, it features two pleasant bedrooms, a kitchen open to dining room and a living room with plenty of natural light and nice balcony. It will be the ideal place to enjoy a dream vacation with all services included.<br /><br />* Recommended for family or group of friends.<br />* The Terrace that can be seen in the images, is shared, is located on the roof of the build",Habitat Apartments,within an hour,94%,"Barcelona, Spain",Entire home/apt,5,"[""Elevator"", ""Cable TV"", ""Washer"", ""Wifi"", ""Oven"", ""Air conditioning"", ""Essentials"", ""Crib"", ""Patio or balcony"", ""Shampoo"", ""Kitchen"", ""Iron"", ""Coffee maker"", ""Hair dryer"", ""Dishwasher"", ""High chair"", ""Heating"", ""TV"", ""Microwave""]",95.0,t,9.0,9.0,9.0,T,2.17792,41.41281
415,New Bright quiet 2 bedroom in Eixample,"Jazz BCN Apartments is a new concept of accommodation  in Barcelona inspired by the Jazz genre. A place designed for people  looking for comfort, style and all amenities included.<br /><br />The Jazz  BCN Apartments building is strategically located in a quiet residential  area of Eixample, just 5 minutes from the Sagrada Familia. Recently  renovated, each apartment combines stylish and modern furnishing  details.<br /><br />Cool Jazz 31 apartment takes its  name from the genre Cool Jazz; soft, thoughtful and quiet musical style.  Following this concept, the apartment has been designed to provide an  atmosphere of tranquility. As well, it features two pleasant bedrooms, a  kitchen open to dining room and a living room with plenty of natural  light. It will be the ideal place to enjoy a dream vacation with all  services included.<br /><br />* Recommended for family or group of friends.<br />* The Terrace that can be seen in the images, is shared, is located on the roof of the building a",Habitat Apartments,within an hour,94%,"Barcelona, Spain",Entire home/apt,5,"[""Crib"", ""Elevator"", ""Kitchen"", ""Coffee maker"", ""Hair dryer"", ""Air conditioning"", ""Shampoo"", ""Washer"", ""Cable TV"", ""TV"", ""High chair"", ""Dishwasher"", ""Wifi"", ""Iron"", ""Oven"", ""Heating"", ""Essentials""]",95.0,t,9.0,9.0,10.0,T,2.17695,41.41102
416,Modern 5 people apartment in Sagrada Familia,"Jazz BCN Apartments is a new  concept of accommodation in Barcelona inspired by the Jazz genre. A  place designed for people looking for comfort, style and all amenities  included.<br /> <br /> Jazz BCN Apartments buildings are strategically  located in a quiet residential area of Eixample, just 5 minutes from the  Sagrada Familia. Recently renovated, each apartment combines stylish  and modern furnishing details. Hot Jazz 32 apartment takes its name from the  genre Hot Jazz; polished melodies and wind instruments. Following this  concept, the apartment has been designed to provide an atmosphere of  tranquility. As well, it features two pleasant bedrooms, a fully  equipped kitchen and a living room with plenty of natural light nice terrace. It will  be the ideal place to enjoy a dream vacation thanks to it nice terrace.<br /> <br /> * Recommended for family or group of friends.<br />* The Terrace that can be seen in the images, is shared, is located on the roof of the building and its ",Habitat Apartments,within an hour,94%,"Barcelona, Spain",Entire home/apt,5,"[""Crib"", ""Elevator"", ""Kitchen"", ""Microwave"", ""Coffee maker"", ""Hair dryer"", ""Air conditioning"", ""Shampoo"", ""Washer"", ""TV"", ""High chair"", ""Dishwasher"", ""Wifi"", ""Iron"", ""Oven"", ""Heating"", ""Essentials""]",95.0,t,10.0,10.0,10.0,T,2.17727,41.4105
417,2 BD APARTMENT WITH SPECTACULAR TERRACE PARK GÜELL,"Bright and quiet apartment located next to the Parc Güell, only 2 mins walk distance from El Coll-La Teixonera (L5) metro stop. This line brings you directly to the emblematic Sagrada Familia and to the Passeig de Gracia where the Gaudi monuments, La Pedrera and Casa Batlló, are. It is a perfect choice for families and people looking for calmness and a restfull holiday while at the same time you are lodged in the city of Barcelona with a very good communication to downtown.<br /><br /><b>The space</b><br />This bright two-bedroom apartment has a spectacular terrace, very well equipped, with magnificent views to the city and the mountains. Perfect open and private space to enjoy your meals in the open air, chatting with your friend and relaxing at night looking at the stars. It has also a full-equipped kichen and a fully bathroom with shower. It accommodates up to 5 guests.<br /><br /><b>Other things to note</b><br />Prices are VAT included.<br />Check-in after 8pm: +20€ and after 11pm:",Silvia & Luís,within a day,90%,"Barcelona, Catalunya, Spain",Entire home/apt,5,"[""Kitchen"", ""Long term stays allowed"", ""Hair dryer"", ""Air conditioning"", ""Hot water"", ""Washer"", ""TV"", ""Wifi"", ""Dishes and silverware"", ""Hangers"", ""Iron"", ""Refrigerator"", ""Heating"", ""Host greets you"", ""Patio or balcony"", ""Essentials""]",95.0,t,10.0,10.0,10.0,T,2.15131,41.41949
418,Nice 2 bdrm apartment closer to Sagrada Familia,"Jazz BCN Apartments is a new concept of accommodation in Barcelona inspired by the Jazz genre. A place designed for people looking for comfort, style and all amenities included.<br /><br />The Jazz BCN Apartments building is strategically located in a quiet residential area of Eixample, just 5 minutes from the Sagrada Familia. Recently renovated, each apartment combines stylish and modern furnishing details.<br /><br />Cool Jazz 41 apartment takes its name from the genre Cool Jazz; soft, thoughtful and quiet musical style. Following this concept, the apartment has been designed to provide an atmosphere of tranquility. As well, it features two pleasant bedrooms, a kitchen open to dining room and a living room with plenty of natural light. It will be the ideal place to enjoy a dream vacation with all services included.<br /><br />* Recommended for family or group of friends.<br />* The Terrace that can be seen in the images, is shared, is located on the roof of the building and its openi",Habitat Apartments,within an hour,94%,"Barcelona, Spain",Entire home/apt,5,"[""Elevator"", ""Cable TV"", ""Wifi"", ""Washer"", ""Oven"", ""Air conditioning"", ""Essentials"", ""Crib"", ""TV"", ""Kitchen"", ""Shampoo"", ""Iron"", ""Coffee maker"", ""Dishwasher"", ""Hair dryer"", ""High chair"", ""Heating"", ""Microwave""]",95.0,t,10.0,9.0,10.0,T,2.17676,41.41128
419,Luminous and modern Apartment in Example,"Jazz BCN Apartments is a new concept of accommodation in Barcelona inspired by the Jazz genre. A place designed for people looking for comfort, style and all amenities included.<br /><br />The Jazz BCN Apartments building is strategically located in a quiet residential area of Eixample, just 5 minutes from the Sagrada Familia. Recently renovated, each apartment combines stylish and modern furnishing details.<br /><br />Cool Jazz 44 apartment takes its name from the genre Cool Jazz; soft, thoughtful and quiet musical style. Following this concept, the apartment has been designed to provide an atmosphere of tranquility. As well, it features two pleasant bedrooms, a kitchen open to dining room and a living room with plenty of natural light and nice balcony. It will be the ideal place to enjoy a dream vacation with all services included.<br /><br />* Recommended for family or group of friends.<br />* The Terrace that can be seen in the images, is shared, is located on the roof of the build",Habitat Apartments,within an hour,94%,"Barcelona, Spain",Entire home/apt,5,"[""Elevator"", ""Cable TV"", ""Wifi"", ""Washer"", ""Oven"", ""Air conditioning"", ""Essentials"", ""Crib"", ""Patio or balcony"", ""TV"", ""Kitchen"", ""Shampoo"", ""Iron"", ""Coffee maker"", ""Dishwasher"", ""Hair dryer"", ""High chair"", ""Heating"", ""Microwave""]",95.0,t,9.0,10.0,9.0,T,2.17755,41.411559999999994
420,Central Boutique apartment,"Make your visit to Barcelona a unforgettable memory in this amazing and completely refurnished apartment right next to Plaça Universitat.<br /><br />The apartment is ideal for a family trip to the city. You will enjoy its two big double bedrooms and its third single bedroom. It has everything you'll need to make your stay in Barcelona as you had dreamed.<br /><br />HUTB-008171<br /><br /><b>Guest access</b><br />Internet WIFI. <br />Bed linen provided.<br />A set of hands & bath towel per person provided.<br /><br />Portable baby cot available for 25€ per stay (120x60cm)<br />High chair available for 15€ per stay.<br /><br /><b>Other things to note</b><br />Keep the apartment in good condition and don’t accumulate garbage.<br />Extremely important, respect the neighbours. Under no circumstances, parties or loud music are not tolerated from 22:00.<br />The apartment has a fixed capacity. You’re not allowed to bring more people than the listed.<br />Bed linen and towels for in-house use ",Angel,within a few hours,92%,"Barcelona, Catalunya, Spain",Entire home/apt,5,"[""Elevator"", ""Kitchen"", ""Microwave"", ""Coffee maker"", ""Hot water"", ""Cooking basics"", ""Dedicated workspace"", ""Dishwasher"", ""Hangers"", ""Iron"", ""Dryer"", ""Shampoo"", ""Washer"", ""Paid parking off premises"", ""Wifi"", ""Refrigerator"", ""Heating"", ""Hair dryer"", ""Air conditioning"", ""Dishes and silverware"", ""Essentials"", ""TV"", ""Host greets you""]",95.0,t,10.0,10.0,10.0,T,2.1615,41.38258
421,Cosy 1 bed with terrace,"This beautiful attic in Barcelona is ideal for couples or for a business trip. It is located on Bailén Street within walking distance of the Gran Via and Tetuan Square. It has a modern design and all necessary amenities to make your stay an unforgettable experience in the city. It offers a double bedroom, a bathroom, a spacious living room with a comfortable sofa, dining area and fully equipped kitchen. Everything is in the same area (loft style).<br />Additional Information:<br />-In The living room you will find a large window equipped with a small staircase design that will lead to the terrace. Watch out: The terrace is located higher than the flat level. It is important to be careful when climbing the stairs.-The Terrace features one table, chairs, sunbeds and a beautiful view of the Sagrada Familia, the Agbar Tower and the Tibidabo.-The Apartment is located in the attic (fifth floor), the elevator only goes to the fourth floor, and then there are 19 steps to reach the apartment.-D",Habitat Apartments,within an hour,94%,"Barcelona, Spain",Entire home/apt,2,"[""Elevator"", ""Oven"", ""Wifi"", ""Air conditioning"", ""Essentials"", ""Crib"", ""TV"", ""Kitchen"", ""Shampoo"", ""Iron"", ""Dishwasher"", ""Hair dryer"", ""High chair"", ""Heating""]",95.0,t,9.0,9.0,10.0,T,2.17712,41.392540000000004
422,Great center Penthouse with terrace,"Unique Penthouse with Private Terrace in the city center, just next to Passeig de Gracia and Rambla Catalunya, with 2 double bedrooms and 2 complete bathrooms. <br />You'll enjoy a fantastic experience in an impressive situation.<br /><br />The apartment has been fully refurnished by professional architects with all the minimum details.<br /><br />HUTB-007945<br /><br /><b>Guest access</b><br />Internet WIFI. <br />Bed linen provided.<br />A set of hands & bath towel per person provided.<br /><br />Portable baby cot available for 25€ per stay (120x60cm)<br />High chair available for 15€ per stay.<br /><br /><b>Other things to note</b><br />Keep the apartment in good condition and don’t accumulate garbage.<br />Extremely important, respect the neighbours. Under no circumstances, parties or loud music are not tolerated.<br />The apartment has a fixed capacity. You’re not allowed to bring more people than the listed.<br />Bed linen and towels for in-house use only. Don't use them for outs",Angel,within a few hours,92%,"Barcelona, Catalunya, Spain",Entire home/apt,6,"[""Kitchen"", ""Microwave"", ""Elevator"", ""Coffee maker"", ""Long term stays allowed"", ""Hot water"", ""Cooking basics"", ""Dedicated workspace"", ""High chair"", ""Dishwasher"", ""Hangers"", ""Iron"", ""Smoke alarm"", ""Dryer"", ""Oven"", ""Ethernet connection"", ""Shampoo"", ""Washer"", ""Paid parking off premises"", ""Wifi"", ""Extra pillows and blankets"", ""Heating"", ""Refrigerator"", ""Patio or balcony"", ""Crib"", ""Hair dryer"", ""Air conditioning"", ""Garden or backyard"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Bed linens"", ""Essentials"", ""TV"", ""Fire extinguisher"", ""Pocket wifi"", ""Stove"", ""Host greets you""]",95.0,t,9.0,9.0,10.0,T,2.1581,41.38948
